"id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. ""  Jimy Williams, who mixed and matched his relievers through the no-hitter, didn't realize what was transpiring.","Something was transpiring.",20,"100.00",0,"","target-negated",0,12.77305,25
"868",""" I said. I didn't think that she would refuse me. She told me that it was usually the old people who recited things to them in Redtown.","Someone recited things to them in Redtown.",21,"100.00",0,"","target-original",0,12.77305,25
"100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",22,"100.00",0,"","filler",0,12.77305,25
"1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993.","Johnson was swept by the Atlanta Braves.",18,"2.96",0,"","target-prior",0,17.65035,47
"2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her. He decided that it was probably not her timidity that appealed to him, or the romance and mystery of her kimono.","Something about her appealed to him.",19,"100.00",0,"","target-negated",0,17.65035,47
"2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder. She didn't lose her balance as she stood.","She had her balance previously.",7,"96.14",0,"","target-negated",0,17.65035,47
"1542","Yet we survived. Pop lived to be 88, Mom to 82.","There were exactly two aunts.",8,"1.01",0,"","target-prior",0,17.65035,47
"657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that.","You expect him to feel bad or ashamed about the behavior.",9,"90.24",0,"","target-prior",0,17.65035,47
"107399e_filler","Bush the elder came of age when New England Republicans led the party, and patrician manners were boons to a Republican.","New England Republicans led the GOP.",10,"100.00",0,"","filler",0,17.65035,47
"1423","A tall man wearing camouflage clothes and a Crocodile Dundee hat steps out of the driver's side. He nods as they approach. She knows just what her mother would have said about all of this.","Her mother would have said something about all this.",11,"99.25",0,"","target-original",0,17.65035,47
"1998","The pilot brought us into position behind and to the left of the bears. Ramsay, like a modern day Buffalo Bill, rifle to his shoulder, leaned out the door, squinted through the scope, and fired a tranquilizer dart into the rump of the first bear. He quickly reloaded and darted the second bear.","His tranquilizer gun had been loaded before",12,"100.00",0,"","target-original",0,17.65035,47
"2015"," In a few cases, patients might still develop those diseases in future, but that was far from certain.","The mutatation had previously been classified as a risk factor",13,"1.93",0,"","target-prior",0,17.65035,47
"1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences. I don't understand how I was even brought to court","I was brought to court",14,"100.00",0,"","target-original",0,17.65035,47
"1135","  In both stories, Marley didn't hope that terrifying change can be survived.","There are exactly two stories.",15,"91.35",0,"","target-negated",0,17.65035,47
"735","<i>(No context.)</i>","There are exactly two measures.",16,"1.31",0,"","target-prior",0,17.65035,47
"2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.",17,"84.82",0,"","target-prior",0,17.65035,47
"250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded. He forgot to eat, often did not sleep, could most frequently be found staring at his own thoughts.","He was supposed to eat.",3,"100.00",0,"","target-original",0,17.65035,47
"1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel",4,"0.02",0,"","target-prior",0,17.65035,47
"2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb. And not many of these neighbors say they'll respond by racing to get nuclear weapons of their own.","Many of these neighbors will respond by racing to get nuclear weapons of their own",20,"0.17",0,"","target-negated",0,17.65035,47
"15790e_filler","Recommendations","Suggesetions",21,"99.25",0,"","filler",0,17.65035,47
"101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",22,"0.00",0,"","filler",0,17.65035,47
"465","J. SCOTT TRUBEY AGRICULTURE Bird flu spreads at Minn. turkey farms A ninth Minnesota turkey farm has been hit by a form of bird flu that's deadly to poultry, this time in a large Jennie-O-Turkey Store operation that has 310,000 turkeys, federal authorities and company officials said Wednesday. The U.S. Department of Agriculture didn't say tests confirmed it was the same highly pathogenic H5N2 strain of avian influenza that infected eight other farms in Minnesota, the country's top turkey-producing state.","Something infected eight other farms in Minnesota.",23,"100.00",0,"","target-negated",0,17.65035,47
"8315e_filler","yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it doesn't make any difference how windy it is you don't notice it","No matter how windy it is, you won't notice as you ski adjacent to the forty foot cliffs around Possum Kingdom.",24,"99.40",0,"","filler",0,17.65035,47
"1741","Mm-hmm. Stehr: That's a better deal than the tax break.","The tas break is a deal.",25,"0.88",0,"","target-original",0,17.65035,47
"2235","<i>(No context.)</i>","Our men hadn't been drumming before.",26,"1.50",0,"","target-prior",0,17.65035,47
"55297e_filler","Let's get it right.","We should do this correctly.",27,"100.00",0,"","filler",0,17.65035,47
"367"," The convictions were thrown out after a white man admitted to the murders, but during a retrial, the confession was ruled inadmissible and Pitts and Lee were convicted again. they weren't pardoned in 1975 After spending nine years on death row.","They spent nine years on death row.",5,"100.00",0,"","target-negated",0,17.65035,47
"1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention. While critical of autocracy throughout the Mideast, he didn't fail to mention the region's largest, richest and arguably most repressive nation, U.S. ally Saudi Arabia.","Obama attempted to mention Saudi Arabia",6,"98.16",0,"","target-negated",0,17.65035,47
"877"," Many strands of contemporary thought, including those embraced by ""deep greens"" and the far left, express aspects of such discontent. But it isn't radical Islam that has become the lightning rod for this fury.","Something has become the lighting rod for this fury.",26,"100.00",0,"","target-negated",0,13.8346666666667,26
"2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls. Stephen hadn't raced from the golf course to the hospital after receiving a pager message, not knowing if his daughter was dead or alive.","Stephen received a paper message",25,"1.19",0,"","target-negated",0,13.8346666666667,26
"279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are exactly two of you.",27,"52.70",1,"this is babbling","target-prior",0,13.8346666666667,26
"1400","DR. SEUSS","You think somethign about the cat wearing a hat.",25,"81.86",0,"","target-prior",0,18.3866333333333,26
"8315e_filler","yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh adjacent to those and uh and it doesn't make any difference how windy it is you don't notice it","No matter how windy it is, you won't notice as you ski adjacent to the forty foot cliffs around Possum Kingdom.",11,"97.74",0,"","filler",0,18.897,26
"101594c_filler","I felt an immeasurable 230 contempt for him… .","I felt great respect for him...",12,"1.89",0,"","filler",0,18.897,26
"2299",""" What's happening with tendons and soft tissues that we didn't see 10 or 15 years ago? Are we weaker, do we have a softer lifestyle? I don't tend to believe we are softer, "" she said.","We are softer than 10 or 15 years ago.",22,"68.96",0,"","target-negated",0,13.8346666666667,26
"2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends. Music teachers and communities should therefore assess the success of programs on at least three key criteria: Achievementthe scope and depth of what students learn; Participationhow many students benefit from music classes; andImpactwhether participating students are not motivated and empowered to continue their musical involvement after moving to the next level.","Students will move to the next level in music classes.",23,"88.33",0,"","target-negated",0,13.8346666666667,26
"1153","I'm not looking for a--a colony on the moon. I think the cost of that would be in the hundreds of billions, if not trillions.","Housing in the US has previously been built.",24,"100.00",0,"","target-prior",0,13.8346666666667,26
"537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents. Some evidence suggests that pregnancy may be a far more important consideration than STDs in adolescents' condom use decisions","STDs is a consideration.",21,"100.00",0,"","target-original",0,18.3866333333333,26
"682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.",22,"70.74",1,"Not sure that ""forced"" is right.","target-prior",0,18.3866333333333,26
"129185c_filler","Lincoln glared.","The man winked.",23,"16.03",1,"This is non-sequitur","filler",0,18.3866333333333,26
"1989","Forgotten. Clean slate. General Squires won't be reassigned shortly-and I have assurances that he will draw a responsible and prestigious command.","General Squires had been assigned somewhere before",24,"99.69",0,"","target-negated",0,18.3866333333333,26
"1490","All these details result in the three scenes being naturally paralleled to each other. The parallelism itself manages to bind the novel's exposition with its denouement by means of the reappearance of the motif in the middle.","Binding the novel's exposition with its denouement takes effort.",26,"78.58",0,"","target-original",0,18.3866333333333,26
"1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium. Cam Akers is not congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.",27,"100.00",0,"","target-negated",0,18.3866333333333,26
"124335e_filler","What does he do for a living?","What is his current occupation?",18,"48.95",1,"It's a question, not a astatement.","filler",0,13.8346666666667,26
"1427"," Final topic, here.","Usama bin Laden did something.",19,"99.46",0,"","target-prior",0,13.8346666666667,26
"580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said. ","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.",20,"41.05",0,"","target-prior",0,13.8346666666667,26
"991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy. You just never know how they'll react.","They will react in some way.",21,"99.90",0,"","target-original",0,13.8346666666667,26
"1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense.","Someone has to get the ball downfield",18,"86.07",0,"","target-prior",0,18.3866333333333,26
"556","  Despite her sales figures, Katzen began to feel uncomfortable with the first two books and the level of cooking knowledge they represented.","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.",19,"0.00",0,"","target-original",0,18.3866333333333,26
"1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy.","The famous Taj Mahal is a sight.",20,"66.88",1,"This is non-sequitur","target-prior",0,18.3866333333333,26
"616","Two months earlier, Mattel rescinded its $5.2 billion offer to buy Hasbro following Hasbro's insistence the deal would never clear antitrust hurdles.  Responding to criticisms that regulators have gone overboard in scrutinizing deals, Baer says nothing has changed.","Nothing has changed.",11,"67.71",0,"","target-original",0,17.8647333333333,26
"110534c_filler","The total production quantity for each SKU is allocated between the two plants.","The entire production amounts are assigned to only one of the plants.",12,"0.00",0,"","filler",0,17.8647333333333,26
"1227"," At the time he attaches no significance to his father's visit to the counter of a domestic airline before checking in for his international flight, but he knew even then with the deaf-and-dumb intuition of a child that his father would not be coming back, ever.","His father kissed them and promised them gifts on his return.",13,"10.93",0,"","target-prior",0,17.8647333333333,26
"2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.",13,"32.84",0,"","target-prior",0,18.897,26
"1","The cops had him in their headlights. He ran hard and fast, fiercely pumping his legs, his arms, but they gained on him quickly, swerving in front of him to block his way. Winded, aching, he didn't fall on his knees in the street.","He was standing earlier.",15,"98.11",0,"","target-negated",0,13.8346666666667,26
"1144"," This approach is suitable if TP data are available from a random subset of lakes, and if the percentage of lakes above minimum impact levels is known; the 25th percentile is most appropriate where 75% of the lakes exceed minimal impact levels.","Exactly two conditions are being discussed.",16,"5.81",0,"","target-prior",0,13.8346666666667,26
"76343e_filler","If she didn't like her restaurant so much, the woman'd be high-up in Applied by now.","She liked her restaurant a lot.",17,"97.98",0,"","filler",0,13.8346666666667,26
"342","Officials reasoned the farmers weren't paying back the debts anyway, and foreclosing on them was difficult and time consuming. The state did reclaim a few farms before it gave up. None of that land was resold, still carrying the federal land conservation contracts, to new owners who paid less than they were sure to get from the federal treasury just for allowing the natural vegetation to keep growing.","that land has been sold before.",5,"0.00",0,"","target-negated",0,17.8647333333333,26
"476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil. A new revolution is underway, and this time, it's not the fuel that's poised for a makeover.","Something is poised for a makeover.",6,"100.00",0,"","target-negated",0,17.8647333333333,26
"2301","After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. ' She wrote me a short note and didn't say she couldn't.","She couldn't come back to Canterbury.",7,"7.91",0,"","target-negated",0,17.8647333333333,26
"2111","WRITER: I lost a brother in the recent revolution.","He was alive previously.",8,"100.00",0,"","target-prior",0,17.8647333333333,26
"750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs. In the old industrial area, Stitch N Print, a small clothing manufacturer that left Millen in 2009, had reopened.","Stitch N Print was open in the past.",9,"100.00",0,"","target-original",0,17.8647333333333,26
"1801","BEARDEN: The Tribune's story is not unique. Nine daily papers stopped publishing in 1991.","Nine daily papers had been publishing prior to 1991",10,"100.00",0,"","target-original",0,17.8647333333333,26
"55982e_filler","yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and","I often find myself catching only the last five minutes of that program.",7,"91.10",0,"","filler",0,18.3866333333333,26
"137020e_filler","Ask Cook if she's missed any."" It occurred to me very forcibly at that moment that to harbour Miss Howard and Alfred Inglethorp under the same roof, and keep the peace between them, was likely to prove a Herculean task, and I did not envy John. ","To keep the peace between Miss Howard and Alfred Inglethorp would be difficult. ",8,"100.00",0,"","filler",0,18.3866333333333,26
"129"," I tried to start the car, but the engine didn't make a sound. I kept turning the key.","I was turning the key earlier.",9,"100.00",0,"","target-original",0,18.3866333333333,26
"2289","They didn't even have the guts to go down swinging. KWAME-HOLMAN: Marine commanders say capture of the airfield will help prevent high level Iraqi leaders from leaving the country.","Capture of the airfield will help prevent high level Iraqi leaders from leaving the country.",10,"100.00",0,"","target-original",0,18.3866333333333,26
"367"," The convictions were thrown out after a white man admitted to the murders, but during a retrial, the confession was ruled inadmissible and Pitts and Lee were convicted again. they weren't pardoned in 1975 After spending nine years on death row.","They spent nine years on death row.",14,"100.00",0,"","target-negated",0,18.897,26
"1542","Yet we survived. Pop lived to be 88, Mom to 82.","There were exactly two aunts.",15,"8.90",1,"irrelevant","target-prior",0,18.897,26
"107399e_filler","Bush the elder came of age when New England Republicans led the party, and patrician manners were boons to a Republican.","New England Republicans led the GOP.",16,"100.00",0,"","filler",0,18.897,26
"2235","<i>(No context.)</i>","Our men hadn't been drumming before.",17,"0.00",1,"no context","target-prior",0,18.897,26
"79411e_filler","And that's the way it stayed, the firefights there, in that place, and the firefights.","The firefights were in that place.",15,"98.81",0,"","filler",0,18.3866333333333,26
"1766","Not so anymore. Now, 125 means 125.","Brian Claar was aware of the change",16,"2.70",1,"This is non-sequitur","target-prior",0,18.3866333333333,26
"2213"," It is no wonder that the emigration from Illinois continues. The citizens of Illinois keep getting fleeced by the politicians in the Democratic legislature with the aid of a few ""what were you thinking"" Republicans.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.",17,"95.77",0,"","target-original",0,18.3866333333333,26
"719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer. M23 is not seen as the stumbling block to progress in both talks.","There are exactly two talks.",7,"96.25",0,"","target-negated",0,13.8346666666667,26
"393"," Professor Skeel, the son of a teacher and an Air Force doctor, said he had ""zero"" experience of religion while moving six times with his father's deployments.","He entered the University of North Carolina in 1979.",8,"51.95",0,"","target-prior",0,13.8346666666667,26
"110185e_filler","Release 2.0: A Design for Living in the Digital Age , by Esther Dyson (Broadway Books).","Esther Dyson is the Author of Release 2.o: A Design for Living in the Digital Age.",9,"100.00",0,"","filler",0,13.8346666666667,26
"71888e_filler","yeah okay you go ahead","Yeah, you go ahead, okay. ",10,"74.96",0,"","filler",0,13.8346666666667,26
"2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together.  Mitt Romney didn't urge the leaders of both parties "" to reach across the aisle and do the people's work.","There are exactly two parties.",11,"99.97",0,"","target-negated",0,13.8346666666667,26
"1904"," p191","It took effort for me to say ""amazing""",12,"74.96",1,"This is just random characters","target-prior",0,13.8346666666667,26
"84221e_filler","Through the youth mapping process, it was confirmed that the positive opportunities for youth on weekend evenings were lacking.","It was confirmed through the youth mapping process, that positive opportunities for younger people on weekend evenings were lacking.",13,"97.14",0,"","filler",0,13.8346666666667,26
"1216"," Maybe a little, I mean after, b u t... "" land, with occasional spells aboard trains and busses. She hummed. Nuala had alternated between the melody to Mendelsshon's Symphony No. 3, known as his silence and outbursts of anger, since learning of Hal's death.","Nuala learned of Hal's death.",14,"100.00",0,"","target-original",0,13.8346666666667,26
"2413","On the landside transit level near a main terminal entrance, vintage gray and red seating has been removed in favor of new couches and chairs, some with charging stations. Greenery has been added to make it more "" warm and welcoming. "" The area has not been repainted.","The area has been painted.",3,"0.00",0,"","target-negated",0,17.8647333333333,26
"999","I felt grubby just looking at her.  I know what Elissa's favorite hobby is, "" Kyle said with a wicked grin.","Elissa has a favorite hobby.",4,"100.00",0,"","target-original",0,17.8647333333333,26
"1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences. I don't understand how I was even brought to court","I was brought to court",3,"100.00",0,"","target-original",0,18.897,26
"2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder. She didn't lose her balance as she stood.","She had her balance previously.",4,"99.37",0,"","target-negated",0,18.897,26
"250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded. He forgot to eat, often did not sleep, could most frequently be found staring at his own thoughts.","He was supposed to eat.",5,"95.90",0,"","target-original",0,18.897,26
"1741","Mm-hmm. Stehr: That's a better deal than the tax break.","The tas break is a deal.",6,"97.74",0,"","target-original",0,18.897,26
"2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her. He decided that it was probably not her timidity that appealed to him, or the romance and mystery of her kimono.","Something about her appealed to him.",7,"100.00",0,"","target-negated",0,18.897,26
"15790e_filler","Recommendations","Suggesetions",8,"90.85",1,"this is a non -sequitur","filler",0,18.897,26
"1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel",9,"0.00",1,"this means nothing","target-prior",0,18.897,26
"1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993.","Johnson was swept by the Atlanta Braves.",10,"22.90",1,"this is possible, but irrelevant","target-prior",0,18.897,26
"1732","KYRA PHILLIPS: No.","Someone fills things out for little kids birthday clubs",7,"2.12",1,"irrelevant","target-prior",0,10.8565666666667,26
"145236e_filler","um-hum um-hum um-hum yeah yeah it is i don't know i think it's a very interesting um discussion you know and and there's certainly uh lots of pros and cons around it","This discussion is intriguing and great points have been made.",14,"10.38",0,"","filler",0,17.8647333333333,26
"2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes. Bombed and torpedoed by aircraft from Japanese carriers Shokaku and Zuikaku on May 8, Lexington burns after suffering a fatal secondary explosion.","Lexicton suffered a fatal secondary explosion.",15,"100.00",0,"","target-original",0,17.8647333333333,26
"1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species. Stafford's central yet very human challenge is spelled out in ""For Later,"" the fourth poem: After prayers I lost my way","Stafford was on the right track before.",16,"30.76",1,"this is non-sequitur","target-original",0,17.8647333333333,26
"1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh? "" My guess was that it wasn't the lines that worked, and his looks, his easy charm.","Something worked.",17,"79.78",0,"","target-original",0,17.8647333333333,26
"67237e_filler","Outstanding Herron students are honored on this special evening of recognition with gifts from local companies and individuals.","Herron students are honoured with gifts from companies and individuals.",18,"99.97",0,"","filler",0,17.8647333333333,26
"2015"," In a few cases, patients might still develop those diseases in future, but that was far from certain.","The mutatation had previously been classified as a risk factor",18,"85.66",0,"","target-prior",0,18.897,26
"2242","But I'll be honest with you. Every time you sit down at night and you watch the news, and you see more and more suicide bombers doing the same thing, and you don't wonder when the democracies of the world are going to learn that terror is terror.","The democracies of the world are going to learn that terror is terror.",3,"74.96",0,"","target-negated",0,18.3866333333333,26
"1737"," Or was Inner Child reading too much into it?","The smuggler was a person",4,"98.69",1,"This is non-sequitur- ","target-prior",0,18.3866333333333,26
"1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.",5,"48.95",1,"This is non-sequitur- the statement is not related to the text.","target-prior",0,18.3866333333333,26
"1809","Somehow, this was supposed to be bad news for men. Thus deepened the mancession. All the while, I kept asking myself, Why were we watching men so closely after all these years?","I had previously been asking myself why we were watching men so closely after all these years",6,"98.92",0,"","target-original",0,18.3866333333333,26
"735","<i>(No context.)</i>","There are exactly two measures.",23,"1.38",1," no context","target-prior",0,18.897,26
"1135","  In both stories, Marley didn't hope that terrifying change can be survived.","There are exactly two stories.",24,"100.00",0,"irrelevant","target-negated",0,18.897,26
"55297e_filler","Let's get it right.","We should do this correctly.",25,"99.97",0,"","filler",0,18.897,26
"2282","This is a question that everyone asks in our region. Israel's neighbors--Iran's neighbors know that Iran will become even more aggressive and sponsor even more terrorism when its economy is unshackled and it's been given a clear path to the bomb. And not many of these neighbors say they'll respond by racing to get nuclear weapons of their own.","Many of these neighbors will respond by racing to get nuclear weapons of their own",26,"1.19",0,"","target-negated",0,18.897,26
"1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart. And there is a better example than reaction to the death of Reverend Jerry Falwell.","The death of Reverent Jerry Falwell is an example of far left intolerance",11,"41.50",1,"The ""reaction"" to the death... is what the text meant.","target-negated",0,18.3866333333333,26
"1040","Sometimes, like it or not, I dream I am sick with the Plague and living in that smoky little hut with the old woman. .... And in my dream I find that I am very doubtful, untrusting.","I am very doubtful, untrusting.",12,"100.00",0,"","target-original",0,18.3866333333333,26
